Name,ABN,Total income $,Taxable income $,Tax payable $,Income year
FIRST DATA RESOURCES INVESTMENTS PTY LTD,63057257771,196408248,0,0,2016-17
FIS AUSTRALASIA PTY LTD,45093114759,111609173,18336647,5296411,2016-17
FISHER & PAYKEL AUSTRALIA HOLDINGS LIMITED,19003659425,452700530,16544841,4947704,2016-17
FITBIT (AUSTRALIA) PTY LTD,37168857494,106356013,5639416,1691363,2016-17
FITNESS AND LIFESTYLE GROUP TOPCO PTY LTD,50614113192,280473110,0,0,2016-17
FLEETCOR TECHNOLOGIES PTY LTD,58161719393,321339350,5317467,1595240,2016-17
FLEETWOOD CORPORATION LIMITED,69009205261,331679272,0,0,2016-17
FLETCHER BUILDING (AUSTRALIA) PTY LTD,11093539452,2779808808,0,0,2016-17
FLETCHER BUILDING INTERNATIONAL LP,15597295270,119901777,5534828,1660448,2016-17
FLETCHER INTERNATIONAL EXPORTS PTY LTD,64003213652,662937679,3173892,951843,2016-17
FLEXIGROUP LTD,75122574583,330919551,86393967,22983145.22,2016-17
FLIGHT CENTRE TRAVEL GROUP LIMITED,25003377188,1556129833,221726711,63122355,2016-17
FLINDERS PORT HOLDINGS PTY LTD,46117687313,232585979,64996963,19499089,2016-17
FLORA GREEN PTY LTD,47608829214,5525164541,0,0,2016-17
FLSMIDTH PTY LTD,85000221590,299932519,5759011,0,2016-17
FLUOR AUSTRALIA PTY LTD,28004511942,215468590,0,0,2016-17
FMC AUSTRALASIA PTY LTD,45095326891,121248997,0,0,2016-17
FMC TECHNOLOGIES AUSTRALIA LTD,21004030317,250400822,11026963,3308089,2016-17
FOOD INVESTMENTS PTY LIMITED,85008426177,2213926336,5207507,0,2016-17
FOOT LOCKER AUSTRALIA INC,22619093977,208917016,29608641,8882592,2016-17
FORD MOTOR COMPANY OF AUSTRALIA LTD,30004116223,3141260315,37779266,0,2016-17
FORM 700 HOLDINGS PTY LTD,42102996378,220462921,0,0,2016-17
FORTESCUE METALS GROUP LIMITED,57002594872,9795448360,3561403370,1031795895,2016-17
FOX & LILLIE HOLDINGS PTY LTD,57004604844,468157695,4553326,1365998,2016-17
FOX FILMED ENTERTAINMENT AUSTRALIA PTY LIMITED,99004126738,331646351,0,0,2016-17
FOXCONN AUSTRALIA PTY LIMITED,38114305494,185552330,0,0,2016-17
FOXTEL CABLE TELEVISION PTY LIMITED,45069008797,1975053081,4129182,1238755,2016-17
FOXTEL HOLDINGS PTY LIMITED,55151690327,762110465,56073968,16822190,2016-17
FOXTEL MANAGEMENT PTY LTD,65068671938,215275437,0,0,2016-17
FPW HOLDINGS AUSTRALIA PTY LTD,55600457430,983300105,0,0,2016-17
FQM AUSTRALIA HOLDINGS PTY LTD,77136613075,310396330,0,0,2016-17
FRASERS (FPA) PTY LTD,80131011026,449948622,126871120,33819445,2016-17
FRASERS PROPERTY AUSTRALIA PTY LTD,89600448726,905710064,0,0,2016-17
FREEDOM ENERGY HOLDINGS PTY LTD,24093243844,863498310,1931251,579375,2016-17
FREEDOM FOODS GROUP LIMITED,41002814235,216082758,2548022,0,2016-17
FREMANTLEMEDIA AUSTRALIA HOLDINGS PTY LIMITED,83001076142,145823085,4341573,0,2016-17
FREQUENCY INFRASTRUCTURE AUSTRALIA HOLDINGS PTY LIMITED,27136262952,311553953,0,0,2016-17
FRESENIUS MEDICAL CARE AUSTRALIA PTY LIMITED,80067557877,180422219,9430215,2829064,2016-17
FREYSSINET AUSTRALIA PTY LTD,15002617736,199185165,0,0,2016-17
FRIENDLY SOCIETY MEDICAL ASSOCIATION LIMITED,69088347602,296223541,0,0,2016-17
FRUCOR SUNTORY AUSTRALIA PTY LIMITED,73060091536,335681991,7500997,2250299,2016-17
FTA FOOD SOLUTIONS PTY LTD,82059480054,239060933,8121801,2436540,2016-17
FUCHS LUBRICANTS (AUSTRALASIA) PTY LTD,88005681916,174300013,21481580,6377823,2016-17
FUGRO HOLDINGS (AUSTRALIA) PTY LTD,99003010099,265576543,0,0,2016-17
FUJI XEROX ASIA PACIFIC PTE LTD,26103964629,128332274,0,0,2016-17
FUJI XEROX AUSTRALIA PTY. LTD,63000341819,1134548629,0,0,2016-17
FUJIFILM HOLDINGS AUSTRALASIA PTY LIMITED,58008443892,164230835,0,0,2016-17
FUJITSU AUSTRALIA LIMITED,19001011427,997908315,65101175,15718865,2016-17
FUJITSU GENERAL (AUST) PTY LIMITED,55001229554,224340009,6627627,1988288,2016-17
FULTON HOGAN AUSTRALIA PTY LTD,42135849115,1957255447,70588949,21005256,2016-17
FUTURE FUND INVESTMENT COMPANY NO. 1 PTY LTD,81130318188,242282291,20718503,4990061,2016-17
FUTURE FUND INVESTMENT COMPANY NO. 2 PTY LTD,90130788493,1164613965,468606022,133349777,2016-17
FUTURE FUND INVESTMENT COMPANY NO. 3 PTY LTD,40134338882,1795916129,505907693,131361655,2016-17
FUTURE FUND INVESTMENT COMPANY NO.4 PTY LTD,47134338908,2822742659,1459777142,437933143,2016-17
FUTURE FUND INVESTMENT COMPANY NO.5 PTY LTD,51134338926,487393677,71178979,21353694,2016-17
FUTURIS AUTOMOTIVE INTERIORS (AUSTRALIA) PTY LTD,43065993553,207503802,913863,274159,2016-17
G D MITCHELL ENTERPRISES PTY LTD,33010655820,231029044,18158620,5447586,2016-17
G JAMES PTY LTD,25009696404,457839854,31309215,9136614,2016-17
G&W AUSTRALIA HOLDINGS LP,30124868215,226654015,11580668,0,2016-17
G4S AUSTRALIA HOLDINGS PTY LTD,68128783602,253341946,47410,0,2016-17
G8 EDUCATION LIMITED,95123828553,763589364,92588374,27776512,2016-17
GAIF 4-1 BORROWER COMPANY PTY LIMITED,55134604176,228246571,0,0,2016-17
GALDERMA AUSTRALIA PTY LIMITED,12003976930,123019193,13228083,3968425,2016-17
GALE PACIFIC LIMITED,80082263778,100275652,0,0,2016-17
GARMIN AUSTRALASIA PTY LIMITED,85129153448,132044090,3328387,998516,2016-17
GARNET INTERNATIONAL RESOURCES PTY LTD,77081244715,156234644,57628185,15346931,2016-17
GARTNER AUSTRALASIA PTY LTD,69003708601,134307621,7868433,2353064,2016-17
GATE GOURMET (HOLDINGS) PTY LIMITED,59004122892,232578646,0,0,2016-17
GATEWAY LIFESTYLE OPERATIONS LTD,63605543968,127629864,0,0,2016-17
GBX TRADING FZE,32406282107,564296347,121796,36539,2016-17
GE CAPITAL AUSTRALIA FUNDING PTY LTD,67085675467,229315085,0,0,2016-17
GE CAPITAL INTERNATIONAL HOLDINGS LIMITED AND GE CAPITAL AUSTRALIA HOLDINGS,92957043907,215164161,12689340,3806802,2016-17
GE ENERGY HOLDINGS AUSTRALIA PTY LTD,37086855076,118758278,0,0,2016-17
GE HEALTHCARE AUSTRALIA PTY LIMITED,32001408402,358119358,3761872,1128562,2016-17
GE OIL & GAS AUSTRALIA PTY LTD,65009080951,509788320,76731797,21338587,2016-17
GE POWER HOLDINGS AUSTRALIA PTY LTD,18143300985,254022459,0,0,2016-17
GEA PROCESS ENGINEERING PTY LTD,26000689618,112856850,9491405,2676808,2016-17
GENERAL ELECTRIC INTERNATIONAL INC,85002420751,656006455,97415575,29224672,2016-17
GENERAL MILLS HOLDING (AUSTRALIA) PTY LTD,50095075808,373176651,13418344,3297138,2016-17
GENERAL MOTORS HOLDEN AUSTRALIA LTD,39603486844,4601580614,0,0,2016-17
GENERAL REINSURANCE AUSTRALIA LIMITED,16008427450,146611044,18254166,5447118,2016-17
GENESIS CARE PTY LIMITED,38137188464,441876437,0,0,2016-17
GENOS HOLDINGS PTY LTD,62086026968,752502711,0,0,2016-17
GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED,72154890730,634537978,285686830,83717119,2016-17
GEO GROUP AUSTRALASIA PTY LTD,79051914688,555899850,0,0,2016-17
GEODIS WILSON AUSTRALIA HOLDINGS PTY LTD,76001193193,273276000,1751678,525503,2016-17
GEORGIOU GROUP PTY LTD,82073851948,420333292,8821326,0,2016-17
GERALDTON FISHERMEN'S CO-OPERATIVE LTD,52425663385,387434222,0,0,2016-17
GF HOLDINGS (WA) PTY LTD,30009330652,200086184,4308951,1292685,2016-17
GHD GROUP PTY LTD,32118062258,703115838,62798155,18620746,2016-17
GIBSON'S LIMITED,23009476064,195826286,27253162,7798319,2016-17
GILEAD SCIENCES PTY LTD,71072611708,489880715,25086340,4957898,2016-17
GIVAUDAN AUSTRALIA PTY LIMITED,87000470280,103959234,0,0,2016-17
GLAXOSMITHKLINE CONSUMER HEALTHCARE AUSTRALIA PTY LTD,68603310292,474716514,33398246,10019474,2016-17
GLAXOSMITHKLINE HOLDINGS PTY LTD,75000465878,974632942,0,0,2016-17
GLENCORE GRAIN HOLDINGS AUSTRALIA PTY LIMITED,81161229867,1510526283,3333,1000,2016-17
GLENCORE HOLDINGS PTY LIMITED,41104160689,381607676,37123933,11137180,2016-17
GLENCORE INVESTMENT PTY LIMITED,67076513034,14970581402,1675470589,1000,2016-17
GLOBAL BLUE CURRENCY CHOICE AUSTRALIA PTY LTD,43092237968,249019631,0,0,2016-17
GLOBAL CONSTRUCTION SERVICES LIMITED,81104662259,161976279,1677240,503172,2016-17
GLOBAL SWITCH AUSTRALIA HOLDINGS PTY LTD,35138200049,100046679,28006123,8401837,2016-17
GLOBAL VALUE FUND LIMITED,90168653521,222454953,14776617,4374670,2016-17
GLORIOUS SUN (AUSTRALIA) PTY LTD,45091122020,156784000,0,0,2016-17
GLYNWED PACIFIC HOLDINGS PTY LTD,50008100703,473191863,4101723,1229241,2016-17
GODFREY HIRST AUSTRALIA PTY LTD,58000849758,336107756,38244397,10462624,2016-17
GODFREYS GROUP LIMITED,35602722985,148903503,205133,0,2016-17
GOLD FIELDS AUSTRALIA PTY LTD,91098385285,1660962637,452284896,134821378,2016-17
GOLD ROAD RESOURCES LIMITED,13109289527,327684821,235634546,70618556,2016-17
GOLDEN COCKEREL PTY LTD,84009906432,213057085,842470,163767,2016-17
GOLDER ASSOCIATES PTY LTD,64006107857,194389409,94751,0,2016-17
GOLDING GROUP PTY LIMITED,97129247025,373441063,5336413,395162,2016-17
GOLDMAN SACHS HOLDINGS ANZ PTY LIMITED,27151154791,460422146,6565180,0,2016-17
GOLDWIND AUSTRALIA PTY LIMITED,32140108390,139370618,3959829,1187949,2016-17
GOODMAN LIMITED,69000123071,369824844,1258473,0,2016-17
GOODYEAR AUSTRALIA PTY LTD,75000017489,839678411,4694775,1296744,2016-17
GOOGLE AUSTRALIA PTY LIMITED,33102417032,1490271916,177565887,33105352,2016-17
GOVE ALUMINIUM FINANCE LIMITED,45001860073,517303628,115605824,31448298,2016-17
GPC ASIA PACIFIC HOLDINGS PTY LTD,80162550978,1297753753,66030052,19495328,2016-17
GPT MANAGEMENT HOLDINGS LIMITED,67113510188,305857520,0,0,2016-17
GR ENGINEERING SERVICES LIMITED,12121542738,240364088,11731629,3032388,2016-17
GRAINCORP LIMITED,60057186035,4074157888,129222610,0,2016-17
GRAND CENTRAL (AUSTRALIA) PTY. LIMITED,74054210061,130850868,50525247,15157574,2016-17
GRAND HOTEL COMPANY PTY LTD,51073486003,120439585,3465748,1039724,2016-17
GRANGE RESOURCES LIMITED,80009132405,294980461,9795599,2059662,2016-17
GRANT THORNTON AUSTRALIA LIMITED,41127556389,230738423,50004647,15001394,2016-17
GRAPHIC PACKAGING INTERNATIONAL AUSTRALIA PTY LTD,22057776888,125427438,0,0,2016-17
GRAYS ECOMMERCE GROUP LIMITED,94125736914,117909044,0,0,2016-17
GREAT LAKES INSURANCE (SE),18964580576,152964071,4632758,1385880,2016-17
GREATER BANK LIMITED,88087651956,268272834,40235927,12070778,2016-17
GREENCROSS LIMITED,58119778862,630679969,24289442,6366652,2016-17
GREENLAND (AUSTRALIA) INVESTMENT PTY LIMITED,38163240408,204481490,0,0,2016-17
GREENSTONE HOLDCO PTY LIMITED,38612810232,347465029,25143516,7543055,2016-17
GRIFFON AUSTRALIA HOLDINGS PTY LIMITED,35156377356,160293202,14597422,4379227,2016-17
GRILL'D PTY LTD,17106297394,201517009,14426152,4327846,2016-17
GROCON GROUP HOLDINGS PTY LTD,82148964890,370580084,0,0,2016-17
GROOTE EYLANDT MINING COMPANY PTY LTD,26004618491,1677900470,763283221,226916751,2016-17
GROSNECCA AGRICULTURE HOLDINGS PTY LTD,70607142870,572708504,41188828,10319340,2016-17
GROUP ZARA AUSTRALIA PTY LTD,64089376349,256451227,23097125,6929137,2016-17
GRUNDFOS PUMPS PTY LTD,90007920765,123748643,0,0,2016-17
GS COAL HOLDINGS PTY LTD,56166342427,512275865,0,0,2016-17
GTN LIMITED,38606841801,107658797,16324813,4897444,2016-17
GUCCI AUSTRALIA PTY LIMITED,49093354548,130416455,7420405,2226122,2016-17
GUD HOLDINGS LIMITED,99004400891,479320576,68419246,17240344,2016-17
GUILD GROUP HOLDINGS LTD,72060237774,219601739,17024787,4732514,2016-17
GUNNERSEN COMPANIES PTY LTD,42004560605,217229363,3569560,1053089,2016-17
GWA GROUP LIMITED,15055964380,496806865,74893049,21251664,2016-17
H & M HENNES & MAURITZ PTY LTD,83160056548,363484901,13239062,3971719,2016-17
HAFELE AUSTRALIA PTY LTD,51006021432,130659547,9552488,2865746,2016-17
HAIL CREEK MARKETING PTY LTD,36080001985,1196286166,0,0,2016-17
HALLIBURTON CONSOLIDATED PTY LTD,67101049521,205937646,0,0,2016-17
HAMSDALE AUSTRALIA PTY LTD,37097393112,413095135,11943862,0,2016-17
HANCOCK PROSPECTING PTY LTD,69008676417,2351080227,1359704771,407834173,2016-17
HANCOCK QUEENSLAND PLANTATIONS PTY LTD,30142129342,291856676,0,0,2016-17
HANCOCK VICTORIAN PLANTATIONS HOLDINGS PTY LIMITED,16084801178,362736601,0,0,2016-17
HANKING AUSTRALIA PTY LTD,74154695593,173109204,0,0,2016-17
HANKOOK TYRE AUSTRALIA PTY LTD,77082389704,101946820,2101362,630409,2016-17
HANNOVER LIFE RE OF AUSTRALASIA LTD,37062395484,1654875780,0,0,2016-17
HANNOVER RUECK SE AUSTRALIAN BRANCH,88002927031,276202472,11968732,3590620,2016-17
HANSEN YUNCKEN PTY LTD,38063384056,1161056062,0,0,2016-17
HANSON AUSTRALIA (HOLDINGS) PROPRIETARY LIMITED,48090994657,1870886932,206597348,39813239,2016-17
HARINA COMPANY LIMITED,46615332348,273571141,0,0,2016-17
HARLEY-DAVIDSON AUSTRALIA PTY LTD,83098483259,279356914,14048007,4214402,2016-17
HARRENVALE CORPORATION (AUSTRALIA) PTY LTD,28000974747,159839815,3606797,1082039,2016-17
HARVEST ROAD GROUP PTY LTD,31169138014,286984158,0,0,2016-17
HARVEY NORMAN HOLDINGS LTD,54003237545,1475776392,410110938,121011934,2016-17
HASBRO AUSTRALIA LIMITED,69004348565,141437350,6492734,1947820,2016-17
HASSAD AUSTRALIA PTY LTD,35137006109,136312092,0,0,2016-17
HATCHCOS HOLDINGS PTY LTD,35072620467,124939394,0,0,2016-17
HAWKER PACIFIC PTY LTD,94001540316,195091169,9121015,2736304,2016-17
HAYS SPECIALIST RECRUITMENT (AUSTRALIA) PTY LTD,47001407281,1950621631,113113983,33934195,2016-17
HAZELDENE'S CHICKEN FARM PROPRIETARY LIMITED,72004381346,265503551,10547029,3164109,2016-17
HCL AUSTRALIA SERVICES PTY LIMITED,72081196983,253610393,15611266,4683380,2016-17
HCL INTERNATIONAL PTY LIMITED,46134588837,209360324,2970117,891035,2016-17
HEALTHDIRECT AUSTRALIA LTD,28118291044,146505252,0,0,2016-17
HEALTHSCOPE LTD,65144840639,2076645114,4046259,0,2016-17
HEARING RETAIL GROUP PTY LTD,93113235779,100661023,2961952,888586,2016-17
HEARTLAND GROUP PTY LIMITED,96001235392,367449653,14194025,4257080,2016-17
HEEREMA MARINE CONTRACTORS NEDERLAND SE,71187497243,207748103,0,0,2016-17
HEINEMANN AUSTRALIA PTY LTD,36159521338,330513165,0,0,2016-17
HEINZ WATTIE'S PTY LTD,51071783447,716558467,26930371,5917129,2016-17
HELLA ASIA PACIFIC PTY LTD,46004516947,133587828,14965495,4489648,2016-17
HELLLOWORLD TRAVEL LIMITED,60091214998,218494148,20668492,5606751,2016-17
HELLMANN WORLDWIDE LOGISTICS PTY LTD,13003199755,180683606,2271592,681406,2016-17
HEMMES GROUP PTY LTD,53105332376,320784178,11788778,3536585,2016-17
HENKEL FINANCE AUSTRALIA,15740196765,367209544,5761635,1728490,2016-17
HENLEY PROPERTIES (QLD) PTY LTD,42068886000,374826735,32683352,9805006,2016-17
HEP AUSTRALIA HOLDINGS PTY LTD,22129428155,162218688,24114770,6799982,2016-17
HERITAGE BANK LIMITED,32087652024,380220555,62943429,17580971,2016-17
HERMES AUSTRALIA PTY LTD,88003558085,104456936,33760182,10128055,2016-17
HERTEL AUSTRALIA HOLDING PTY LTD,53142708665,239948205,20768976,4295887,2016-17
HERTZ INVESTMENT (HOLDINGS) PTY LTD,NA,355884147,43809616,13142885,2016-17
HEWLETT PACKARD SOUTH PACIFIC PTY LTD,94121554489,1616248192,738072,221422,2016-17
HEXION PTY LTD,32004271827,132686136,12156181,2028143,2016-17
HG HOLDCO PTY LTD,20603088606,496080422,56959277,17087783,2016-17
HICKORY GROUP HOLDINGS LIMITED,11617050914,409583740,12890445,3867134,2016-17
HIGHBROOK HOLDINGS PTY LTD,32157828058,369637270,21726953,6518086,2016-17
HIGHLAND AUTOS PTY LTD,13121604297,124643219,6168620,1850586,2016-17
HIGHLOW MARKETS PTY LTD,85143553628,168256962,105991851,31797555,2016-17
HILLGROVE RESOURCES LTD,73004297116,113917051,0,0,2016-17
HILLS LIMITED,35007573417,284302981,0,0,2016-17
HILLSIDE (AUSTRALIA NEW MEDIA) PTY LIMITED,75148920665,101851952,0,0,2016-17
HILTI (AUST) PTY LIMITED,44007602100,126108543,3964626,1189388,2016-17
HILTON INTERNATIONAL AUSTRALIA PTY LTD,88098665537,100867737,733786,0,2016-17
HINDMARSH CONSTRUCTION AUSTRALIA PTY LIMITED,15126578176,218657820,0,0,2016-17
HINO MOTOR SALES AUSTRALIA PTY LTD,74064989724,320637219,2844638,853391,2016-17
HIRSCH FINANCIAL PTY LTD,16132753167,376698596,3366649,1009995,2016-17
HISENSE AUSTRALIA PTY LTD,55105022080,224785223,20475677,6142703,2016-17
HITACHI AUSTRALIA PTY LIMITED,34075381332,182370174,7216342,2110268,2016-17
HITACHI CONSTRUCTION MACHINERY (AUSTRALIA) PTY LTD,62000080179,909620338,85062056,23887450,2016-17
HOCHTIEF AUSTRALIA HOLDINGS LIMITED,17103181675,231533978,328180287,0,2016-17
HOLDCO 1 PTY LTD,28157845871,270964198,0,0,2016-17
HOLLARD HOLDINGS AUSTRALIA PTY LIMITED,30154586802,923253813,2776261,12837,2016-17
HOMELOANS LIMITED,55095034003,110459185,8080889,2139034,2016-17
HONAN HOLDINGS PTY LIMITED,31000392727,1160179220,0,0,2016-17
HONDA AUSTRALIA PTY LTD,66004759611,1043465651,50943972,13352907,2016-17
HONDA MPE PTY LTD,96006662862,297849334,18501204,5550361,2016-17
HONEYWELL HOLDINGS PTY LTD,18000383764,825449378,148961653,37167664,2016-17
HOOGWEGT AUSTRALIA PTY LTD,30075457902,104787941,4052896,1215869,2016-17
HOPE DOWNS MARKETING COMPANY PTY LTD,58115712117,3320098556,0,0,2016-17
HORIZON GLOBAL HOLDINGS AUSTRALIA PTY LTD,20107464175,110867618,7213826,1948550,2016-17
HOTELS COMBINED PTY LTD,61122130554,206664494,20617513,6185254,2016-17
HOUMA HOLDINGS PTY LIMITED,44002590758,254060958,1975247,570574,2016-17
HOWE AUTOMOTIVE LIMITED,43061589188,173112654,15498661,3168655,2016-17
HP FINANCIAL SERVICES (AUSTRALIA) PTY LTD,86082062413,196801359,23621027,7086308,2016-17
HPG HOLDINGS PTY LTD,69164309380,202310743,12054966,3616490,2016-17
HSBC AUSTRALIA HOLDINGS PTY LIMITED,22006513873,1361515685,378905726,112539871,2016-17
HUAWEI TECHNOLOGIES (AUSTRALIA) PTY LIMITED,49103793380,674392936,11010086,1342495,2016-17
HUDSON HIGHLAND (APAC) PTY LIMITED,14074319396,244211699,0,0,2016-17
HUHTAMAKI HOLDINGS PTY LTD,13003519257,130853578,10363990,3109197,2016-17
HUNTER DOUGLAS HOLDINGS LIMITED,47000238451,118761950,6800173,2035027,2016-17
HUNTSMAN CORPORATION AUSTRALIA PTY LTD,67083984187,240350135,0,0,2016-17
HUON AQUACULTURE GROUP LTD,79114456781,271815365,0,0,2016-17
HUSQVARNA AUSTRALIA PTY LIMITED,45115475619,160342595,3389152,1016746,2016-17
HUTCHEON AND PEARCE OPERATIONS PTY LTD,68169674033,219633098,11328936,3353062,2016-17
HVK PTY. LIMITED,66085121768,306421025,23294328,6988298,2016-17
HVO COAL SALES PTY LTD,33606478531,1593087472,30896,9269,2016-17
HWG HOLDINGS PTY LTD,65115398322,372497865,7944818,1192034,2016-17
HWR LUBRICANTS PTY LTD,52151436341,218527257,2763301,828990,2016-17
HYDRO ALUMINIUM AUSTRALIA PTY LIMITED,42001872215,161588044,0,0,2016-17
HYDRONOVA AUSTRALIA NZ PTY LTD,74111599958,100280730,0,0,2016-17
HYDROX HOLDINGS PTY LTD,94138990593,911712681,0,0,2016-17
HYSTER-YALE AUSTRALIA HOLDING PTY LTD,26101464073,158031772,0,0,2016-17
HYUNDAI MOTOR COMPANY PTY LIMITED,58008995588,2208925032,68163176,20448953,2016-17
IAG RE AUSTRALIA LIMITED AAF NON RESIDENT REINSURERS,NA,213858310,213858310,64157493,2016-17
IAN WEIGH MOTORS PTY LTD & WEIGH PROPERTY INVESTMENTS PTY LTD,90148491233,109111771,3159373,947731,2016-17
IBM A/NZ HOLDINGS PTY LIMITED,12105319248,3308833672,17671522,0,2016-17
ICON CO PTY LTD,95604136683,634192057,0,0,2016-17
ICON CONSOLIDATED HOLDINGS PTY LTD,49168535082,526724714,8190089,2311971,2016-17
IDEMITSU AUSTRALIA RESOURCES PTY LTD,45010236272,849691338,64787877,17405827,2016-17
IDP EDUCATION LIMITED,59117676463,366952560,53832231,9359897,2016-17
IFF AUSTRALIA HOLDINGS PTY LTD,78098655335,105658202,6376106,1170718,2016-17
IFM RENEWABLE ENERGY TRUST,45226678241,140060290,56325394,14781136,2016-17
IFM SOCIAL INFRASTRUCTURE HOLDING TRUST,40337513753,304189926,0,0,2016-17
IGT (AUSTRALIA) PTY LTD,65002904690,136284238,12473631,0,2016-17
IHI ENGINEERING AUSTRALIA PTY LTD,25000945504,114107366,2285557,650769,2016-17
IKEA PTY LTD,84006270757,1233104060,16417140,4925142,2016-17
ILUKA RESOURCES LIMITED,34008675018,798245197,0,0,2016-17
IMB LTD,92087651974,257489141,41650841,12495252,2016-17
IMC PACIFIC HOLDINGS PTY LIMITED,83099273819,307540562,16494380,2892001,2016-17
IMCD AUSTRALASIA INVESTMENTS PTY LTD,89149016222,243608361,16761822,5018960,2016-17
I-MED NETWORK PTY LIMITED,19168409845,650653263,20785436,5458631,2016-17
IMF BENTHAM LIMITED,45067298088,110336760,37920161,10994463,2016-17
IMPERIAL TOBACCO AUSTRALIA LIMITED,46088148681,820585340,29370043,8798561,2016-17
INCHCAPE AUSTRALIA LIMITED,50050035277,1593207921,195224168,16761063,2016-17
INCITEC PIVOT LIMITED,42004080264,2599640554,39240708,323573,2016-17
INDEPENDENCE GROUP NL,46092786304,421356460,0,0,2016-17
INDEPENDENT NEWS AND MEDIA HOLDINGS PTY LIMITED,NA,213965186,0,0,2016-17
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,57086866506,698200266,110847831,33252044,2016-17
INDUSTRY SUPER HOLDINGS PTY LTD,71119748060,338432446,6210834,1804745,2016-17
INFIGEN ENERGY LIMITED,39105051616,212984868,0,0,2016-17
INFOR (ANZ HOLDINGS) PTY LIMITED,45160838433,112218921,21173823,4825851,2016-17
INFOSYS TECHNOLOGIES LIMITED,52090591209,626938949,208450823,37664109,2016-17
ING AUSTRALIA HOLDINGS LIMITED,27008459596,2724431832,579081591,121973954,2016-17
ING BANK NV (SYDNEY BRANCH),32080178196,238981789,2630462,789114,2016-17
INGENIA COMMUNITIES MANAGEMENT TRUST,99296784351,161692096,0,0,2016-17
INGHAMS GROUP LIMITED,39162709506,2437300000,28141136,7160200,2016-17
INGRAM MICRO HOLDINGS (AUSTRALIA) PTY LTD,12112487322,2006994650,0,0,2016-17
INNOVIA FILMS (HOLDING) PTY LTD,29111098232,239312348,39101289,8862700,2016-17
INPEX ALPHA LTD,34003730756,184239658,1710,0,2016-17
INPEX AUSTRALIA PTY LTD,79134715254,556057550,11566649,3433597,2016-17
INPEX HOLDINGS AUSTRALIA PTY LTD,61150217315,144407507,0,0,2016-17
INPEX SAHUL LTD,28059844781,141173793,5196219,1558866,2016-17
INSIGHT ENTERPRISES AUSTRALIA PTY LIMITED,47058645677,153173433,9806405,2936159,2016-17
INSPIRATIONS PAINT STORE (HOLDINGS)LTD,94080617036,273972124,448994,134698,2016-17
INSURANCE AUSTRALIA GROUP LIMITED,60090739923,14369786442,1073228323,242202624,2016-17
INSURANCE MANUFACTURERS OF AUSTRALIA PTY LTD,93004208084,3617581725,360736812,105991231,2016-17
INTEGRAL DIAGNOSTICS LIMITED,55130832816,181302361,20615822,6184747,2016-17
INTEGRATED FOODS HOLDINGS PTY LTD,42603619692,2134700556,112732840,0,2016-17
